date,l_ipn,r_asn,f,label
06-09-2006,3,13488,2,-1
06-09-2006,3,13571,1,-1
06-09-2006,3,15703,1,-1
06-09-2006,3,16531,2,-1
06-09-2006,4,2856,1,-1
06-09-2006,4,3561,9,-1
06-09-2006,4,4713,3,-1
06-09-2006,4,6428,1,-1
06-09-2006,4,7132,33,-1
06-09-2006,4,7497,2,-1
06-09-2006,4,8708,1,-1
06-09-2006,4,14778,2,-1
06-09-2006,4,17620,2,-1
06-09-2006,4,20001,13,-1
06-09-2006,4,22855,28,-1
06-09-2006,4,23342,3,-1
06-09-2006,4,31976,83,-1
06-09-2006,4,33651,548,-1
06-09-2006,6,376,1,1
06-09-2006,6,3269,14,-1
06-09-2006,6,3352,1,-1
06-09-2006,6,4134,6,-1
06-09-2006,6,4713,1,-1
06-09-2006,6,7132,11,-1
06-09-2006,6,7497,22,-1
06-09-2006,6,8708,2,-1
06-09-2006,6,9803,1,-1
06-09-2006,6,13488,4,-1
06-09-2006,6,13571,1,-1
06-09-2006,6,16531,4,-1
06-09-2006,6,17964,2,-1
06-09-2006,7,3,1,1
06-09-2006,7,109,2,1
06-09-2006,7,1741,5,1
06-09-2006,7,2033,5,-1
06-09-2006,7,2152,3,-1
06-09-2006,7,2914,2,-1
06-09-2006,7,3246,5,-1
06-09-2006,7,3356,2,-1
06-09-2006,7,3561,8,-1
06-09-2006,7,3701,2,-1
06-09-2006,7,6057,2,-1
06-09-2006,7,6356,4,-1
06-09-2006,7,6432,8,-1
06-09-2006,7,8070,3,-1
06-09-2006,7,9156,4,-1
06-09-2006,7,12222,4,-1
06-09-2006,7,15169,63,-1
06-09-2006,7,16582,5,-1
06-09-2006,7,17234,2,-1
06-09-2006,7,18924,52,-1
06-09-2006,7,19024,1,-1
06-09-2006,7,20940,1,-1
06-09-2006,7,21844,85,-1
06-09-2006,7,26347,1,-1
06-09-2006,7,30217,10,-1
06-09-2006,7,36856,10,-1
06-09-2006,8,3,11,1
06-09-2006,8,109,2,1
06-09-2006,8,132,4,1
06-09-2006,8,209,2,1
06-09-2006,8,714,15,1
06-09-2006,8,1103,19,1
06-09-2006,8,1668,12,1
06-09-2006,8,2152,29,-1
06-09-2006,8,2914,4,-1
06-09-2006,8,3561,2,-1
06-09-2006,8,3701,1,-1
06-09-2006,8,4265,26,-1
06-09-2006,8,5662,35,-1
06-09-2006,8,6057,1,-1
06-09-2006,8,6461,2,-1
06-09-2006,8,7263,3,-1
06-09-2006,8,8075,2,-1
06-09-2006,8,8182,1,-1
06-09-2006,8,10565,2,-1
06-09-2006,8,10763,3,-1
06-09-2006,8,10933,5,-1
06-09-2006,8,11106,3,-1
06-09-2006,8,11486,4,-1
06-09-2006,8,11739,7,-1
06-09-2006,8,14833,4,-1
06-09-2006,8,15169,338,-1
06-09-2006,8,16509,7,-1
06-09-2006,8,16966,8,-1
06-09-2006,8,17225,1,-1
06-09-2006,8,20940,6,-1
06-09-2006,8,23342,46,-1
06-09-2006,8,30176,19,-1
06-09-2006,8,30217,92,-1
06-09-2006,8,35845,2,-1
06-09-2006,8,36856,4,-1
06-09-2006,9,2152,1,-1
06-09-2006,9,8070,1,-1
06-09-2006,9,8075,2,-1
07-09-2006,0,209,1,1
07-09-2006,0,701,3,1
07-09-2006,0,2152,1,-1
07-09-2006,0,2914,2,-1
07-09-2006,0,3352,1,-1
07-09-2006,0,3561,50,-1
07-09-2006,0,3595,1,-1
07-09-2006,0,3671,7,-1
07-09-2006,0,4134,7,-1
07-09-2006,0,4279,2,-1
07-09-2006,0,4544,1,-1
07-09-2006,0,4812,1,-1
07-09-2006,0,4837,1,-1
07-09-2006,0,4847,1,-1
07-09-2006,0,6057,2,-1
07-09-2006,0,6432,2,-1
07-09-2006,0,6461,1,-1
07-09-2006,0,6871,1,-1
07-09-2006,0,6939,1,-1
07-09-2006,0,7693,1,-1
07-09-2006,0,8002,1,-1
07-09-2006,0,8047,1,-1
07-09-2006,0,8151,1,-1
07-09-2006,0,8167,1,-1
07-09-2006,0,8708,1,-1
07-09-2006,0,9080,1,-1
07-09-2006,0,9121,1,-1
07-09-2006,0,9800,4,-1
07-09-2006,0,9943,1,-1
07-09-2006,0,11486,1,-1
07-09-2006,0,13432,1,-1
07-09-2006,0,13462,36,-1
07-09-2006,0,13867,1,-1
07-09-2006,0,14117,1,-1
07-09-2006,0,14492,1,-1
07-09-2006,0,14742,1,-1
07-09-2006,0,16338,1,-1
07-09-2006,0,21003,1,-1
07-09-2006,0,21709,1,-1
07-09-2006,0,26096,1,-1
07-09-2006,0,26831,1,-1
07-09-2006,0,29717,1,-1
07-09-2006,0,30099,2,-1
07-09-2006,0,30256,1,-1
07-09-2006,0,33379,1,-1
07-09-2006,0,35970,1,-1
07-09-2006,0,36351,1,-1
07-09-2006,2,131,148,1
07-09-2006,2,209,20,1
07-09-2006,2,1239,5,1
07-09-2006,2,1312,85,1
07-09-2006,2,2152,125,-1
07-09-2006,2,2914,45,-1
07-09-2006,2,3561,59,-1
07-09-2006,2,3701,1,-1
07-09-2006,2,4323,5,-1
07-09-2006,2,4513,2,-1
07-09-2006,2,4780,2,-1
07-09-2006,2,4983,45,-1
07-09-2006,2,5650,171,-1
07-09-2006,2,6432,17,-1
07-09-2006,2,7018,322,-1
07-09-2006,2,7132,50,-1
07-09-2006,2,7342,2,-1
07-09-2006,2,7377,84,-1
07-09-2006,2,7393,20,-1
07-09-2006,2,7774,1,-1
07-09-2006,2,7837,6,-1
07-09-2006,2,8939,1,-1
07-09-2006,2,9800,1,-1
07-09-2006,2,9831,5,-1
07-09-2006,2,10837,36,-1
07-09-2006,2,10910,6,-1
07-09-2006,2,10933,2,-1
07-09-2006,2,11414,22,-1
07-09-2006,2,11588,9,-1
07-09-2006,2,12168,3,-1
07-09-2006,2,12179,1,-1
07-09-2006,2,12182,20,-1
07-09-2006,2,13749,4,-1
07-09-2006,2,13890,4,-1
07-09-2006,2,14113,5,-1
07-09-2006,2,14425,54,-1
07-09-2006,2,14719,6,-1
07-09-2006,2,14806,2,-1
07-09-2006,2,15169,88,-1
07-09-2006,2,16509,5,-1
07-09-2006,2,16572,1,-1
07-09-2006,2,17225,3,-1
07-09-2006,2,18530,7,-1
07-09-2006,2,19918,404,-1
07-09-2006,2,20940,24,-1
07-09-2006,2,21844,125,-1
07-09-2006,2,23342,8,-1
07-09-2006,2,25655,26,-1
07-09-2006,2,25751,7,-1
07-09-2006,2,25973,5,-1
07-09-2006,2,26108,2,-1
07-09-2006,2,26535,1,-1
07-09-2006,2,26803,12,-1
07-09-2006,2,26978,24,-1
07-09-2006,2,29668,20,-1
07-09-2006,2,29863,13,-1
07-09-2006,2,33070,6,-1
07-09-2006,2,33419,2,-1
07-09-2006,2,33650,454,-1
07-09-2006,2,33651,93,-1
07-09-2006,2,36351,8,-1
07-09-2006,2,36643,5,-1
07-09-2006,2,36839,8,-1
07-09-2006,2,36856,1,-1
07-09-2006,3,4134,26,-1
07-09-2006,3,4279,2,-1
07-09-2006,3,4713,4,-1
07-09-2006,3,4837,1,-1
07-09-2006,3,9800,34,-1
07-09-2006,3,27364,1,-1
07-09-2006,4,3561,4,-1
07-09-2006,4,4134,3,-1
07-09-2006,4,4279,165,-1
07-09-2006,4,4323,1,-1
07-09-2006,4,4713,2,-1
07-09-2006,4,6428,1,-1
07-09-2006,4,7132,2,-1
07-09-2006,4,8708,1,-1
07-09-2006,4,9800,2,-1
07-09-2006,4,14778,7,-1
07-09-2006,4,19548,2,-1
07-09-2006,4,20001,32,-1
07-09-2006,4,22855,14,-1
07-09-2006,4,23342,2,-1
07-09-2006,4,29873,9,-1
07-09-2006,4,31976,84,-1
07-09-2006,4,33651,474,-1
07-09-2006,6,4134,29,-1
07-09-2006,6,4279,4,-1
07-09-2006,6,4713,2,-1
07-09-2006,6,4837,5,-1
07-09-2006,6,9800,41,-1
07-09-2006,6,27364,3,-1
07-09-2006,6,33182,1,-1
07-09-2006,7,109,5,1
07-09-2006,7,1239,10,1
07-09-2006,7,2152,1,-1
07-09-2006,7,2200,18,-1
07-09-2006,7,3265,7,-1
07-09-2006,7,3614,8,-1
07-09-2006,7,3701,2,-1
07-09-2006,7,4589,19,-1
07-09-2006,7,4837,3,-1
07-09-2006,7,6057,2,-1
07-09-2006,7,6496,2,-1
07-09-2006,7,8070,1,-1
07-09-2006,7,8075,2,-1
07-09-2006,7,9156,10,-1
07-09-2006,7,9800,1,-1
07-09-2006,7,10532,1,-1
07-09-2006,7,15169,89,-1
07-09-2006,7,18924,48,-1
07-09-2006,7,20940,1,-1
07-09-2006,7,21844,181,-1
07-09-2006,7,22171,4,-1
07-09-2006,7,23123,2,-1
07-09-2006,7,25973,30,-1
07-09-2006,7,27364,3,-1
07-09-2006,7,30315,8,-1
07-09-2006,7,36856,23,-1
07-09-2006,8,3,15,1
07-09-2006,8,8,5,1
07-09-2006,8,26,3,1
07-09-2006,8,27,5,1
07-09-2006,8,49,4,1
07-09-2006,8,70,32,1
07-09-2006,8,81,1,1
07-09-2006,8,109,5,1
07-09-2006,8,140,5,1
07-09-2006,8,174,3,1
07-09-2006,8,224,5,1
07-09-2006,8,237,4,1
07-09-2006,8,702,2,1
07-09-2006,8,786,5,1
07-09-2006,8,1103,3,1
07-09-2006,8,1109,3,1
07-09-2006,8,1312,31,1
07-09-2006,8,1668,8,1
07-09-2006,8,1742,4,1
07-09-2006,8,1749,6,1
07-09-2006,8,2152,32,-1
07-09-2006,8,2200,2,-1
07-09-2006,8,2914,6,-1
07-09-2006,8,3265,19,-1
07-09-2006,8,3356,5,-1
07-09-2006,8,3561,26,-1
07-09-2006,8,3701,1,-1
07-09-2006,8,3957,9,-1
07-09-2006,8,4837,1,-1
07-09-2006,8,4847,3,-1
07-09-2006,8,5650,3,-1
07-09-2006,8,5662,21,-1
07-09-2006,8,6057,1,-1
07-09-2006,8,6461,2,-1
07-09-2006,8,7575,4,-1
07-09-2006,8,8075,2,-1
07-09-2006,8,9167,2,-1
07-09-2006,8,9800,1,-1
07-09-2006,8,10763,4,-1
07-09-2006,8,10910,2,-1
07-09-2006,8,10933,5,-1
07-09-2006,8,11106,10,-1
07-09-2006,8,11303,1,-1
07-09-2006,8,11486,13,-1
07-09-2006,8,11588,5,-1
07-09-2006,8,13749,1,-1
07-09-2006,8,15169,688,-1
07-09-2006,8,19262,4,-1
07-09-2006,8,21840,1,-1
07-09-2006,8,21844,14,-1
07-09-2006,8,22915,3,-1
07-09-2006,8,23342,2,-1
07-09-2006,8,26201,6,-1
07-09-2006,8,26238,2,-1
07-09-2006,8,27364,1,-1
07-09-2006,8,29668,2,-1
07-09-2006,8,30081,11,-1
07-09-2006,8,30217,136,-1
07-09-2006,8,30315,3,-1
07-09-2006,8,31708,25,-1
07-09-2006,8,35845,1,-1
07-09-2006,8,36856,15,-1
07-09-2006,9,2152,1,-1
07-09-2006,9,8070,3,-1
08-09-2006,0,701,3,1
08-09-2006,0,2152,1,-1
08-09-2006,0,2828,1,-1
08-09-2006,0,3269,1,-1
08-09-2006,0,3549,1,-1
08-09-2006,0,3561,27,-1
08-09-2006,0,3671,15,-1
08-09-2006,0,4134,6,-1
08-09-2006,0,4589,1,-1
08-09-2006,0,4665,2,-1
08-09-2006,0,4837,2,-1
08-09-2006,0,5430,2,-1
08-09-2006,0,6432,1,-1
08-09-2006,0,6461,1,-1
08-09-2006,0,6939,1,-1
08-09-2006,0,6993,2,-1
08-09-2006,0,7015,1,-1
08-09-2006,0,7506,1,-1
08-09-2006,0,7738,1,-1
08-09-2006,0,8151,2,-1
08-09-2006,0,8167,1,-1
08-09-2006,0,8705,1,-1
08-09-2006,0,9121,1,-1
08-09-2006,0,9304,1,-1
08-09-2006,0,9800,4,-1
08-09-2006,0,9808,1,-1
08-09-2006,0,11398,2,-1
08-09-2006,0,11486,1,-1
08-09-2006,0,12271,1,-1
08-09-2006,0,12357,1,-1
08-09-2006,0,12880,1,-1
08-09-2006,0,13462,45,-1
08-09-2006,0,13749,1,-1
08-09-2006,0,14492,1,-1
08-09-2006,0,15334,1,-1
08-09-2006,0,16629,1,-1
08-09-2006,0,17228,1,-1
08-09-2006,0,18403,1,-1
08-09-2006,0,19262,1,-1
08-09-2006,0,19296,1,-1
08-09-2006,0,26085,3,-1
08-09-2006,0,26101,1,-1
08-09-2006,0,26831,1,-1
08-09-2006,0,27699,1,-1
08-09-2006,0,32636,2,-1
08-09-2006,2,131,12,1
08-09-2006,2,174,1,1
08-09-2006,2,209,29,1
08-09-2006,2,237,2,1
08-09-2006,2,701,22,1
08-09-2006,2,1312,84,1
08-09-2006,2,3561,5,-1
08-09-2006,2,3659,1,-1
08-09-2006,2,4134,2,-1
08-09-2006,2,4323,5,-1
08-09-2006,2,4983,6,-1
08-09-2006,2,5650,103,-1
08-09-2006,2,6315,2,-1
08-09-2006,2,7018,149,-1
08-09-2006,2,7132,13,-1
08-09-2006,2,7377,84,-1
08-09-2006,2,7859,3,-1
08-09-2006,2,9800,1,-1
08-09-2006,2,11414,20,-1
08-09-2006,2,14425,40,-1
08-09-2006,2,15169,16,-1
08-09-2006,2,19918,533,-1
08-09-2006,2,26803,5,-1
08-09-2006,2,27596,2,-1
08-09-2006,2,29863,4,-1
08-09-2006,2,30099,8,-1
08-09-2006,2,30315,24,-1
08-09-2006,2,33260,8,-1
08-09-2006,2,33650,68,-1
08-09-2006,2,33651,39,-1
08-09-2006,2,36384,3,-1
08-09-2006,2,36828,3,-1
08-09-2006,2,36856,2,-1
08-09-2006,3,3301,1,-1
08-09-2006,3,4134,52,-1
08-09-2006,3,4665,2,-1
08-09-2006,3,4837,2,-1
08-09-2006,3,8062,1,-1
08-09-2006,3,15083,1,-1
08-09-2006,3,18566,2,-1
08-09-2006,3,27364,1,-1
08-09-2006,3,29550,1,-1
08-09-2006,3,29802,2,-1
08-09-2006,3,30083,1,-1
08-09-2006,3,30256,2,-1
08-09-2006,4,3301,2,-1
08-09-2006,4,3561,4,-1
08-09-2006,4,4134,3,-1
08-09-2006,4,4665,2,-1
08-09-2006,4,7132,1,-1
08-09-2006,4,9800,2,-1
08-09-2006,4,14778,6,-1
08-09-2006,4,15169,1,-1
08-09-2006,4,22855,13,-1
08-09-2006,4,23342,2,-1
08-09-2006,4,29873,5,-1
08-09-2006,4,31976,83,-1
08-09-2006,4,33651,210,-1
08-09-2006,6,3301,4,-1
08-09-2006,6,4134,26,-1
08-09-2006,6,4665,5,-1
08-09-2006,6,4837,3,-1
08-09-2006,6,8062,2,-1
08-09-2006,6,9800,33,-1
08-09-2006,6,15083,2,-1
08-09-2006,6,18566,2,-1
08-09-2006,6,27364,4,-1
08-09-2006,6,29550,2,-1
08-09-2006,6,29802,1,-1
08-09-2006,6,30083,1,-1
08-09-2006,7,109,5,1
08-09-2006,7,553,13,1
08-09-2006,7,1239,5,1
08-09-2006,7,2152,1,-1
08-09-2006,7,3701,1,-1
08-09-2006,7,7018,1,-1
08-09-2006,7,8062,2,-1
08-09-2006,7,8070,1,-1
08-09-2006,7,8075,2,-1
08-09-2006,7,9156,7,-1
08-09-2006,7,9800,1,-1
08-09-2006,7,12181,4,-1
08-09-2006,7,15083,4,-1
08-09-2006,7,15169,33,-1
08-09-2006,7,18924,48,-1
08-09-2006,7,20940,1,-1
08-09-2006,7,21844,63,-1
08-09-2006,7,22171,2,-1
08-09-2006,7,25973,12,-1
08-09-2006,7,27364,12,-1
08-09-2006,7,29550,2,-1
08-09-2006,7,36856,13,-1
08-09-2006,8,81,7,1
08-09-2006,8,109,4,1
08-09-2006,8,1668,5,1
08-09-2006,8,1706,24,1
08-09-2006,8,1784,3,1
08-09-2006,8,2152,26,-1
08-09-2006,8,2857,3,-1
08-09-2006,8,2914,6,-1
08-09-2006,8,3561,10,-1
08-09-2006,8,3701,11,-1
08-09-2006,8,4605,1,-1
08-09-2006,8,5662,18,-1
08-09-2006,8,6641,2,-1
08-09-2006,8,7151,1,-1
08-09-2006,8,8001,3,-1
08-09-2006,8,8062,1,-1
08-09-2006,8,8075,2,-1
08-09-2006,8,9148,3,-1
08-09-2006,8,9371,4166,-1
08-09-2006,8,9800,1,-1
08-09-2006,8,11486,4,-1
08-09-2006,8,11922,2,-1
08-09-2006,8,12181,1,-1
08-09-2006,8,14265,3,-1
08-09-2006,8,15083,1,-1
08-09-2006,8,15169,355,-1
08-09-2006,8,21844,7,-1
08-09-2006,8,22277,2,-1
08-09-2006,8,26238,10,-1
08-09-2006,8,27364,2,-1
08-09-2006,8,29550,1,-1
08-09-2006,8,29791,8,-1
08-09-2006,8,30099,2,-1
08-09-2006,8,30217,16,-1
08-09-2006,8,30380,1,-1
08-09-2006,8,31442,5,-1
08-09-2006,8,36850,3,-1
08-09-2006,8,36856,4,-1
08-09-2006,9,2152,2,-1
08-09-2006,9,8070,3,-1
08-09-2006,9,8075,2,-1
09-09-2006,0,81,2,1
09-09-2006,0,2519,1,-1
09-09-2006,0,3356,1,-1
09-09-2006,0,3561,27,-1
09-09-2006,0,3595,2,-1
09-09-2006,0,3671,2,-1
09-09-2006,0,4134,4,-1
09-09-2006,0,4279,2,-1
09-09-2006,0,4766,2,-1
09-09-2006,0,4837,1,-1
09-09-2006,0,5089,1,-1
09-09-2006,0,5617,9,-1
09-09-2006,0,6871,1,-1
09-09-2006,0,7017,1,-1
09-09-2006,0,7132,11,-1
09-09-2006,0,8052,1,-1
09-09-2006,0,8737,1,-1
09-09-2006,0,9038,1,-1
09-09-2006,0,9394,6,-1
09-09-2006,0,10738,1,-1
09-09-2006,0,11351,1,-1
09-09-2006,0,12322,1,-1
09-09-2006,0,12996,1,-1
09-09-2006,0,13462,18,-1
09-09-2006,0,13867,1,-1
09-09-2006,0,13890,22,-1
09-09-2006,0,17639,1,-1
09-09-2006,0,17712,1,-1
09-09-2006,0,17799,1,-1
09-09-2006,0,19262,2,-1
09-09-2006,0,20258,1,-1
09-09-2006,0,20804,1,-1
09-09-2006,0,26085,2,-1
09-09-2006,0,26101,3,-1
09-09-2006,0,27357,1,-1
09-09-2006,0,28502,2,-1
09-09-2006,2,174,1,1
09-09-2006,2,209,1,1
09-09-2006,2,1312,83,1
09-09-2006,2,2519,1,-1
09-09-2006,2,3561,3,-1
09-09-2006,2,4134,1,-1
09-09-2006,2,4323,9,-1
09-09-2006,2,5617,15,-1
09-09-2006,2,6360,1,-1
09-09-2006,2,7018,128,-1
09-09-2006,2,7132,3,-1
09-09-2006,2,7377,85,-1
09-09-2006,2,8001,1,-1
09-09-2006,2,9394,1,-1
09-09-2006,2,11414,6,-1
09-09-2006,2,13890,59,-1
09-09-2006,2,17712,1,-1
09-09-2006,2,19181,1,-1
09-09-2006,2,19918,378,-1
09-09-2006,2,29863,7,-1
09-09-2006,2,30099,2,-1
09-09-2006,2,33260,5,-1
09-09-2006,2,33651,87,-1
09-09-2006,3,680,2,1
09-09-2006,3,2152,2,-1
09-09-2006,3,2519,1,-1
09-09-2006,3,3269,1,-1
09-09-2006,3,4134,24,-1
09-09-2006,3,4279,2,-1
09-09-2006,3,4663,4,-1
09-09-2006,3,5617,1,-1
09-09-2006,3,6461,6,-1
09-09-2006,3,9394,15,-1
09-09-2006,3,13890,2,-1
09-09-2006,3,17712,2,-1
09-09-2006,3,29550,1,-1
09-09-2006,3,29686,2,-1
09-09-2006,3,30380,1,-1
09-09-2006,4,2519,1,-1
09-09-2006,4,4134,1,-1
09-09-2006,4,4279,636,-1
09-09-2006,4,4323,1,-1
09-09-2006,4,5617,30,-1
09-09-2006,4,6428,1,-1
09-09-2006,4,9394,1,-1
09-09-2006,4,13890,49,-1
09-09-2006,4,14778,5,-1
09-09-2006,4,17712,1,-1
09-09-2006,4,30256,1,-1
09-09-2006,4,31976,162,-1
09-09-2006,4,33651,7,-1
09-09-2006,6,680,2,1
09-09-2006,6,2519,1,-1
09-09-2006,6,3269,2,-1
09-09-2006,6,4134,3,-1
09-09-2006,6,4279,2,-1
09-09-2006,6,4637,1,-1
09-09-2006,6,4663,4,-1
09-09-2006,6,4812,2,-1
09-09-2006,6,5617,1,-1
09-09-2006,6,10026,1,-1
09-09-2006,6,12357,2,-1
09-09-2006,6,13890,1,-1
09-09-2006,6,17712,1,-1
09-09-2006,6,26496,1,-1
09-09-2006,6,29550,6,-1
09-09-2006,6,29686,2,-1
09-09-2006,6,30256,2,-1
09-09-2006,6,30380,1,-1
09-09-2006,7,109,11,1
09-09-2006,7,2152,3,-1
09-09-2006,7,3701,1,-1
09-09-2006,7,6057,2,-1
09-09-2006,7,8070,1,-1
09-09-2006,7,8075,4,-1
09-09-2006,7,9156,1,-1
09-09-2006,7,15169,11,-1
09-09-2006,7,18924,48,-1
09-09-2006,7,21844,4,-1
09-09-2006,7,25973,2,-1
09-09-2006,7,29550,2,-1
09-09-2006,7,36856,6,-1
09-09-2006,8,3,54,1
09-09-2006,8,109,11,1
09-09-2006,8,378,3,1
09-09-2006,8,513,19,1
09-09-2006,8,701,3,1
09-09-2006,8,702,2,1
09-09-2006,8,1103,3,1
09-09-2006,8,1668,5,1
09-09-2006,8,1706,20,1
09-09-2006,8,1742,8,1
09-09-2006,8,1749,7,1
09-09-2006,8,1757,14,1
09-09-2006,8,2152,23,-1
09-09-2006,8,2914,11,-1
09-09-2006,8,3340,2,-1
09-09-2006,8,3479,5,-1
09-09-2006,8,3561,11,-1
09-09-2006,8,3701,1,-1
09-09-2006,8,3957,12,-1
09-09-2006,8,3999,2,-1
09-09-2006,8,4264,2,-1
09-09-2006,8,4713,35,-1
09-09-2006,8,5662,18,-1
09-09-2006,8,6057,1,-1
09-09-2006,8,6461,1,-1
09-09-2006,8,6641,3,-1
09-09-2006,8,7018,6,-1
09-09-2006,8,7355,13,-1
09-09-2006,8,8075,2,-1
09-09-2006,8,8137,6,-1
09-09-2006,8,10565,2,-1
09-09-2006,8,10753,12,-1
09-09-2006,8,10763,6,-1
09-09-2006,8,10933,1,-1
09-09-2006,8,11486,4,-1
09-09-2006,8,13326,11,-1
09-09-2006,8,15169,271,-1
09-09-2006,8,16429,4,-1
09-09-2006,8,21844,3,-1
09-09-2006,8,22822,2,-1
09-09-2006,8,26228,10,-1
09-09-2006,8,26238,22,-1
09-09-2006,8,29550,1,-1
09-09-2006,8,29720,3,-1
09-09-2006,8,30217,60,-1
09-09-2006,8,30983,1,-1
09-09-2006,8,36816,10,-1
09-09-2006,8,36856,11,-1
09-09-2006,9,2152,1,-1
09-09-2006,9,8070,2,-1
09-09-2006,9,8075,2,-1
10-09-2006,0,209,1,1
10-09-2006,0,3320,1,-1
10-09-2006,0,3561,11,-1
10-09-2006,0,3671,15,-1
10-09-2006,0,4134,4,-1
10-09-2006,0,5089,2,-1
10-09-2006,0,5377,1,-1
10-09-2006,0,5731,1,-1
10-09-2006,0,6140,1,-1
10-09-2006,0,6147,1,-1
10-09-2006,0,6871,1,-1
10-09-2006,0,7029,1,-1
10-09-2006,0,7132,4,-1
10-09-2006,0,7497,2,-1
10-09-2006,0,8452,1,-1
10-09-2006,0,8529,1,-1
10-09-2006,0,9080,1,-1
10-09-2006,0,9121,1,-1
10-09-2006,0,9141,1,-1
10-09-2006,0,9415,1,-1
10-09-2006,0,9498,1,-1
10-09-2006,0,9800,5,-1
10-09-2006,0,13462,30,-1
10-09-2006,0,15475,1,-1
10-09-2006,0,15641,2,-1
10-09-2006,0,17227,1,-1
10-09-2006,0,17858,1,-1
10-09-2006,0,17968,1,-1
10-09-2006,0,18881,1,-1
10-09-2006,0,19262,1,-1
10-09-2006,0,19296,1,-1
10-09-2006,0,21391,1,-1
10-09-2006,0,33322,2,-1
10-09-2006,0,35970,1,-1
10-09-2006,2,679,936,1
10-09-2006,2,1312,85,1
10-09-2006,2,2637,1,-1
10-09-2006,2,3561,4,-1
10-09-2006,2,3701,1,-1
10-09-2006,2,4323,13,-1
10-09-2006,2,6360,1,-1
10-09-2006,2,7132,3,-1
10-09-2006,2,7377,84,-1
10-09-2006,2,7774,1,-1
10-09-2006,2,9800,1,-1
10-09-2006,2,19918,346,-1
10-09-2006,2,29863,4,-1
10-09-2006,2,30099,4,-1
10-09-2006,2,33260,1,-1
10-09-2006,2,33651,89,-1
10-09-2006,3,1955,1,1
10-09-2006,3,4134,42,-1
10-09-2006,3,4637,2,-1
10-09-2006,3,4670,1,-1
10-09-2006,3,4713,4,-1
10-09-2006,3,5650,1,-1
10-09-2006,3,7497,28,-1
10-09-2006,3,9800,34,-1
10-09-2006,3,10026,1,-1
10-09-2006,3,21844,1,-1
10-09-2006,3,26978,2,-1
10-09-2006,3,29550,1,-1
10-09-2006,4,4134,2,-1
10-09-2006,4,6428,1,-1
10-09-2006,4,7132,49,-1
10-09-2006,4,7497,2,-1
10-09-2006,4,9800,2,-1
10-09-2006,4,14778,2,-1
10-09-2006,4,29895,72,-1
10-09-2006,4,31976,136,-1
10-09-2006,6,1955,1,1
10-09-2006,6,4134,71,-1
10-09-2006,6,4538,2,-1
10-09-2006,6,4637,3,-1
10-09-2006,6,5650,5,-1
10-09-2006,6,7497,33,-1
10-09-2006,6,9800,37,-1
10-09-2006,6,10026,2,-1
10-09-2006,6,21844,2,-1
10-09-2006,6,26978,2,-1
10-09-2006,6,29550,2,-1
10-09-2006,7,3,5,1
10-09-2006,7,73,2,1
10-09-2006,7,109,8,1
10-09-2006,7,378,2,1
10-09-2006,7,680,2,1
10-09-2006,7,1239,6,1
10-09-2006,7,2152,6,-1
10-09-2006,7,2529,4,-1
10-09-2006,7,2914,3,-1
10-09-2006,7,3246,19,-1
10-09-2006,7,3491,1,-1
10-09-2006,7,3561,7,-1
10-09-2006,7,3701,2,-1
10-09-2006,7,4264,1,-1
10-09-2006,7,5650,2,-1
10-09-2006,7,6432,4,-1
10-09-2006,7,7132,4,-1
10-09-2006,7,8070,2,-1
10-09-2006,7,8075,2,-1
10-09-2006,7,9132,1,-1
10-09-2006,7,9156,6,-1
10-09-2006,7,10933,1,-1
10-09-2006,7,13768,30,-1
10-09-2006,7,13845,3,-1
10-09-2006,7,14425,7,-1
10-09-2006,7,15169,70,-1
10-09-2006,7,18924,48,-1
10-09-2006,7,20940,2,-1
10-09-2006,7,21568,1,-1
10-09-2006,7,21844,154,-1
10-09-2006,7,22489,4,-1
10-09-2006,7,25973,36,-1
10-09-2006,7,26201,1,-1
10-09-2006,7,26347,4,-1
10-09-2006,7,29550,2,-1
10-09-2006,7,36856,14,-1
10-09-2006,8,109,8,1
10-09-2006,8,2152,1,-1
10-09-2006,8,5650,1,-1
10-09-2006,8,8070,2,-1
10-09-2006,8,15169,4,-1
10-09-2006,8,29550,1,-1
10-09-2006,9,2152,1,-1
10-09-2006,9,8070,1,-1
10-09-2006,9,8075,2,-1
11-09-2006,0,209,2,1
11-09-2006,0,2152,1,-1
11-09-2006,0,2379,1,-1
11-09-2006,0,3249,1,-1
11-09-2006,0,3269,1,-1
11-09-2006,0,3491,1,-1
11-09-2006,0,3561,51,-1
11-09-2006,0,3595,1,-1
11-09-2006,0,3671,12,-1
11-09-2006,0,4670,1,-1
11-09-2006,0,4812,1,-1
11-09-2006,0,5617,106,-1
11-09-2006,0,6395,1,-1
11-09-2006,0,6432,1,-1
11-09-2006,0,6724,1,-1
11-09-2006,0,6799,2,-1
11-09-2006,0,6939,2,-1
11-09-2006,0,7132,1,-1
11-09-2006,0,7738,2,-1
11-09-2006,0,8163,1,-1
11-09-2006,0,9105,1,-1
11-09-2006,0,9121,3,-1
11-09-2006,0,10796,1,-1
11-09-2006,0,11351,1,-1
11-09-2006,0,11486,1,-1
11-09-2006,0,11829,1,-1
11-09-2006,0,11955,1,-1
11-09-2006,0,13237,1,-1
11-09-2006,0,13462,23,-1
11-09-2006,0,13867,1,-1
11-09-2006,0,14719,1,-1
